ref_id,linked_references,title,user,level,initial_reviewer,secondary_reviewer,author,year,study_name,kaiser_ref_id,companions,target_social_need,study_type,study_design,study_design_comment,recruitment_setting,intervention_setting,geo_setting_description,inclusion_criteria,target_population,age_group,race_ethnicity_majority,proportion_male,proportion_immigrant,target_population_text,risk_of_bias,first_reviewer,qc_complete,first_reviewer_comments,second_reviewer_comments,SDH Interventions and Outcomes_k,intervention_arm,comparator,sample_size,intervention_description,intervention_target,nonsocial_needs,nonsocial_needs_text,individual_systems_intervention,specific_intervention_components,service_provider,duration_followup,addresses_health_outcomes,health_outcomes,result_QALY,result_mortality,result_mental_health_status,result_functional,result_morbidity,result_quality_of_life,result_self_health,result_low_birth_weight,result_child_development,result_other_health,addresses_behavioral_outcomes,behavioral_outcomes,result_substance_use,result_diet,result_other_behavior,addresses_healthcareuse_outcomes,healthcareuse_outcomes,result_hospital_readmission,direction_hospital_readmission,result_frequency_healthcare_use,direction_frequency_healthcare_use,result_adherence,direction_adherence,result_preventive,direction_preventive,result_outpatient_visits,direction_outpatient_visits,result_emergency_visits,direction_emergency_visits,result_clinic_attendance,direction_clinic_attendance,result_emergency_transport,direction_emergency_transport,result_post_primarycare_visits,direction_post_primarycare_visits,result_prenatal,direction_prenatal,result_inpatient_admission,direction_inpatient_admission,result_hospital_days,direction_hospital_days,result_sober_center,direction_sober_center,result_medical_home,direction_medical_home,result_missed_appointments,direction_missed_appointments,result_immunizations,direction_immunizations,result_other_healthcareuse,direction_other_healthcareuse,harms,harms_text,subgroups,subgroups_comment,subgroup_results_different
8995,,Does providing care for uninsured patients decrease emergency room visits and hospitalizations?,beth.webber,3,Beth Webber,,MacKinney,2013,,,,"Access to healthcare and primary care (include improved coverage, services, and timeliness)",Medical and social need program,RCT,,Not Reported,"Primary care (family health centers, community health centers, family medicine, pediatric or VA clinics)","Milwaukee, Wisconsin","Uninsured individuals 18 years old or older, low income (less than 200% of the Federal Poverty Level) and not eligible for other insurance.",Low income/SES,"Adult,Older Adults",No single group is a majority,NR,NR,,,I have completed the inital review and this form is ready for QC,,Note for quality rating that the randomization was compromised.,,MilwaukeeCares,MilwaukeeCares,Waitlist control,278,"Patients were matched to physicians willing to supply medical services without charge. Patients used that provider as their primary source of care with visits coordinated through the MilwaukeeCares office. The primary care provider could order radiology and laboratory services through MilwaukeeCares but relied on established referral relationships for hospital stays, ER visits, operative procedures, and ambulatory procedures in a way that would limit patient's out-of-pocket expenses.",Patient,Yes,Primary heath care and needed referrals,Individual Intervention,"Providing onsite resources,Active assistance with resources (vouchers, appt scheduling, enrollment form help)","Healthcare providers (doctors, nurses, therapists, etc.),Community health workers/ Navigators",12 months,Yes,Quality of life,,,,,,No effect,,,,,No,,,,,Yes,"Outpatient visits,Emergency department visits,Inpatient admissions",,,,,,,,,No effect,Decrease,No effect,Decrease,,,,,,,,,No effect,Decrease,,,,,,,,,,,,,Not Reported,,No,,
8997,,Intensive intervention improves primary care follow-up for uninsured emergency department patients,Sarah.Bean,3,Sarah Bean,,Horwitz,2005,,,,"Access to healthcare and primary care (include improved coverage, services, and timeliness)",One social topic addressed,RCT,,Emergency department,Emergency department,"New Haven, Connecticut",Uninsured patients who were at least 18 years of age and were not being seen for only substance abuse or mental health issues were included.,"Age,Medical Eligibility","Adult,Older Adults",No single group is a majority,72,NR,,,I have completed the inital review and this form is ready for QC,,,,Intensive case-management,Intensive case-management,Usual Care,230,"Health Promotion Advocates assisted enrolled patients in choosing one of four primary care providers, provided patients with a study identification card and brochure, and faxed all information to a case worker at the selected primary care site. Upon receipt of the referrals, case managers at each site attempted to contact and schedule appointments on site for these patients.",Patient,No,,Individual Intervention,"Active assistance with resources (vouchers, appt scheduling, enrollment form help)",Community health workers/ Navigators,6 months,No,,,,,,,,,,,,No,,,,,Yes,"Emergency department visits,Post hospital primary care visit,Inpatient admissions",,,,,,,,,,,No effect,Decrease,,,,,Positive,Increase,,,No effect,Decrease,,,,,,,,,,,,,Not Reported,,No,,
9000,,Evaluation of care management for the uninsured,beth.webber,3,Beth Webber,,Shah,2011,Kern Medical Center Health Plan,,,"Access to healthcare and primary care (include improved coverage, services, and timeliness),Multiple domains targeted",Medical and social need program,Pre-post,,"Hospital (inpatient),Telephone-based care","Primary care (family health centers, community health centers, family medicine, pediatric or VA clinics),Outpatient clinic,Hospital (inpatient),Emergency department,Telephone-based care,Home-based care","Kern County, California","Ages 18-64, bellow 200% of the Federal Poverty Level, uninsured, and not eligible for any public insurance programs.","High Utilization,Age,Low income/SES",Adult,No single group is a majority,52,NR,,,I have completed the inital review and this form is ready for QC,,"Outcomes abstracted are vs the adjusted comparison group, not the pre-post",,Care Management Program,Care Management Program,Usual Care,258,"Patients were assigned to a primary care clinic. Case managers met with patients at least monthly, at appointment, patients' homes, or resource centers, to assist patients in obtaining and coordinating needed services. Patients were managed to various lengths of time depending on needs and graduated from program when the care management felt they understood how to make appointments, receive medications, and follow-up on goals. Care managers assisted with arranging for support services with community agencies including transportation, Legal Aid, homeless shelters, faith-based services, and substance abuse resources.",Patient,Yes,Health care navigation,Individual Intervention,"Active assistance with resources (vouchers, appt scheduling, enrollment form help)","Healthcare providers (doctors, nurses, therapists, etc.),Community health workers/ Navigators",3 years,No,,,,,,,,,,,,No,,,,,Yes,"Emergency department visits,Inpatient admissions",,,,,,,,,,,Positive,Decrease,,,,,,,,,No effect,Decrease,,,,,,,,,,,,,Not Reported,,No,,
9003,,Providing health care services to the formerly homeless: a quasi-experimental evaluation,Smkennedy03,3,Sara Kennedy,,Ciaranello,2006,NR,NA,None,"Housing instability/quality,Access to healthcare and primary care (include improved coverage, services, and timeliness)",Medical and social need program,Other observational,quasi-experimental study,Transitional housing,Transitional housing,"Sacramento, CA","Adults 18 years of age who were single and could speak English residing in one of three transitional housing sites. At one site, participants who were likely to stay for at least 6 months were selected. One site only housed men.",Homeless,Adult,No single group is a majority,67,,,,I have completed the inital review and this form is ready for QC,,,,HEALTH Project,HEALTH Project,Active control,252,"The HEALTH Project Integrated Service Team (IST) consisted of a medical director, a nurse practitioner, a medical clerk, and a social worker. The IST made weekly visits to the intervention sites, where members provided comprehensive health assessments to all patients at baseline, follow-up care, social work services (including group and individual counseling), health education, and referrals to dental services, specialty medical services, diagnostic studies, and brief problem-focused psychotherapy. An advice nurse was available by telephone 24 hours a day. Additional clinics were scheduled specifically to provide HIV and tuberculosis testing and influenza vaccinations.",Patient,Yes,"comprehensive health assessments, referrals to dental services, specialty medical services, diagnostic studies, and brief problem-focused
psychotherapy",Individual Intervention,Providing onsite resources,"Healthcare providers (doctors, nurses, therapists, etc.),Social worker,Other non-professionals, including volunteers and study staff",18 months,Yes,"Mental health status,Changes in functional outcomes (e.g., blood pressure),Changes in self-reported health",,,No effect,Positive,,,No effect,,,,No,,,,,Yes,"Emergency department visits,Other : Cancer screening(pap smear and/or mammogram)",,,,,,,,,,,Positive,Decrease,,,,,,,,,,,,,,,,,,,,,Positive,Increase,Yes,"At the 6-month follow-up, residents at intervention sites had a significantly higher tendency than residents at comparison sites to report having difficulty obtaining transportation to health care encounters.",No,,
9004,,Housing as an intervention on hospital use: access among chronically homeless persons with disabilities,beth.webber,3,Beth Webber,,Parker,2010,NR,,,"Food insecurity,Housing instability/quality,Transportation help,Employment,Access to healthcare and primary care (include improved coverage, services, and timeliness),Multiple domains targeted",Medical and social need program,Pre-post,,Transitional housing,Transitional housing,"Columbia, South Carolina","Chronic homelessness as defined by HUD, no other option for housing, and a disability of a long-term duration (e.g., substance abuse disorders, mental illness, HIV).","Medical Eligibility,Homeless","Adult,Older Adults",Non-Hispanic Black,90,NR,2-22 years since last permanent housing,,I have completed the inital review and this form is ready for QC,,"Including: States that program offers mental health, SU tx, case management",,Housing First Program,Housing First Program,Pre- intervention data,20,"Housing program that offered supportive services including mental health, substance abuse treatment, employment services, medical care, and case management. The only required component was a monthly meeting with a case manager. Time from assessment to housing averaged 30 days.",Patient,Yes,"Intervention included mental health and substance abuse treatment, medical care, and case management",Individual Intervention,Providing onsite resources,Not Reported,18 months,No,,,,,,,,,,,,No,,,,,Yes,"Emergency department visits,Inpatient admissions,Other : Use of primary care physician",,,,,,,,,,,No effect,Decrease,,,,,,,,,No effect,Decrease,,,,,,,,,,,Positive,Increase,Not Reported,,No,,
9005,,A randomized controlled trial of asthma self-management support comparing clinic-based nurses and in-home community health workers: the Seattle-King County Healthy Homes II Project,Smkennedy03,3,Sara Kennedy,,Krieger,2009,The Seattle–King County Healthy Homes II Project,NA,,"Housing instability/quality,Access to healthcare and primary care (include improved coverage, services, and timeliness)",Medical and social need program,RCT,,"Primary care (family health centers, community health centers, family medicine, pediatric or VA clinics,),Outpatient clinic,Hospital (inpatient),Emergency department",Home-based care,"King County, Washington","Households with a child aged 3 to 13 years with clinician-diagnosed asthma that was persistent or poorly controlled; income below 200% of the 2001 federal poverty threshold or the child enrolled in Medicaid; caretaker primary language of English, Spanish, or Vietnamese; and permanent housing in King County, Washington for at least the next 12 months and not participating in another asthma study.","Medicare/Medicaid Enrollment or Eligibility,Age,Low income/SES,Medical Eligibility",Pediatric,No single group is a majority,64,NR,Immigration status NR but 10% of sample households preferred language was Vietnamese and 40% was Spanish,,I have completed the inital review and this form is ready for QC,,,,Healthy Homes II Project,Healthy Homes II Project,Active control,309,"At the intake visit, CHWs reviewed participants’ asthma control, self-management practices, and access to medical care. Based on this assessment, results from a home environmental
checklist and allergy testing, and use of motivational interviewing methods, CHWs developed a set of protocol-driven client and CHW actions. At follow-up visits, CHWs assessed progress and reviewed a core set of educational topics (medication use, action plans, effective use of the medical system, medical adherence, and trigger reduction). CHWs also provided social support and advocacy for clients (eg, housing issues, insurance coverage). CHWs fit allergen-impermeable bedding encasements on the children’s beds and gave participants a
low-emission vacuum with a power head and embedded dirt finder, 2-layer microfiltration vacuum bags, a high quality doormat, a cleaning kit, and plastic medication boxes.","Patient,Caregiver",Yes,asthma education and treatment support,Individual Intervention,"Patient education (including on health, other social need, or resources),Passive referrals,Active assistance with resources (vouchers, appt scheduling, enrollment form help)",Community health workers/ Navigators,247-737 days; 70% in less than 15 months,Yes,"Changes in functional outcomes (e.g., blood pressure),Quality of life,Other : Asthma symptoms",,,,Mixed results,,Positive,,,,Mixed results,Yes,Other : Environmental trigger reduction,,,Positive,Yes,"Clinic attendance rate,Other : Urgent health service use",,,,,,,,,,,,,No effect,Decrease,,,,,,,,,,,,,,,,,,,Mixed results,Decrease,No,,No,,
9010,,Health care and public service use and costs before and after provision of housing for chronically homeless persons with severe alcohol problems,beth.webber,3,Beth Webber,,Larimer,2009,1811 Eastlake,,,Housing instability/quality,Medical and social need program,Pre-post,,Not Reported,Transitional housing,"Seattle, Washington","Chronically homeless individuals recommended by community providers or those who incurred the highest total costs in 2004 for use of alcohol-related hospital emergency services, the sobering center, and King County jail.","High Utilization,Homeless","Adult,Older Adults",Non-Hispanic White,94,NR,,,I have completed the inital review and this form is ready for QC,,"Alcohol use data is pre-post, other outcomes are compared to wait list control.",,1811 Eastlake,1811 Eastlake,"Pre- intervention data,Waitlist control",134,On-site case managers worked to engage residents about substance use and life goals. Meals and on-site health care services were offered.,Patient,Yes,On site health care offered,Individual Intervention,Providing onsite resources,Not Reported,12 months,No,,,,,,,,,,,,Yes,Changes in substance use,Positive,,,Yes,"Use of emergency transportation,Sobering center use,Other : Emergency department, inpatients, and outpatients contacts",,,,,,,,,,,,,,,No effect,Decrease,,,,,,,,,Positive,Decrease,,,,,,,No effect,Decrease,Not Reported,,No,,
9011,,Initiating abstinence in cocaine abusing dually diagnosed homeless persons,Smkennedy03,3,Sara Kennedy,,Milby,1999,NR,NA,,"Housing instability/quality,Employment",More than one clearly defined social topic addressed,RCT,,Other,Other,"Birmingham, AL",Adults experiencing homelessness diagnosed with a cocaine or polysubstance use and a co-occurring non-psychotic mental disorder who intend to stay in the Birmingham area for at least 12 months.,"Medical Eligibility,Homeless",Adult,Non-Hispanic Black,76,NR,,,I have completed the inital review and this form is ready for QC,,,,Behavioral day treatment plus abstinence contingent housing and work therapy,Behavioral day treatment plus abstinence contingent housing and work therapy,Active control,110,"8 weeks of manual-guided, behavioral day treatment (received by both groups) plus support from vocational and housing specialists and moved to rent-free, furnished apartment unit in a group house after demonstrating 2 consecutive weeks of abstinence. Subsequent drug or alcohol use led to same day eviction. During months 3 to 6, participants could join abstinence contingent work therapy. Participants worked 5.5 h per day, 5 days per week, for minimum wage of $5.25 per hour paid weekly, and were involved in basic housing and apartment renovation jobs like painting, dry wall work, basic plumbing and electrical work, and landscaping. Participants were suspended from work as a result of drug or alcohol use, but were able to return after two consecutive negative urine toxicologies.",Patient,No,,Individual Intervention,"Providing onsite resources,Active assistance with resources (vouchers, appt scheduling, enrollment form help)","Other non-professionals, including volunteers and study staff",6 months,No,,,,,,,,,,,,Yes,Changes in substance use,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,,
9034,,Providing no-cost transport to patients in an underserved area: Impact on access to physical therapy,beth.webber,3,Beth Webber,,Bove,2019,NR,,,Transportation help,One social topic addressed,Pre-post,,Outpatient clinic,Outpatient clinic,"Pittsburgh, Pennsylvania","All patients within five-mile radius of physical therapy clinic, regardless of insurance provider, income, or diagnosis.",Not Targeted (No specific population targeted),"Pediatric,Adolescents/ Young Adults,Adult,Older Adults",NR,NR,NR,Population is entire attendance of the clinic.,,I have completed the inital review and this form is ready for QC,,Called a systems intervention because it was a change to the whole clinic and we don't have an N because it is reported at the clinic level.,,Van service,Van service,Pre- intervention data,NR,Door-to-door van service was offered at no cost to patients within a five-mild radius. The clinic's medical secretary managed to van schedule.,Patient,No,,Systems Intervention,"Active assistance with resources (vouchers, appt scheduling, enrollment form help)","Other non-professionals, including volunteers and study staff",40 months,No,,,,,,,,,,,,No,,,,,Yes,Clinic attendance rate,,,,,,,,,,,,,Positive,Increase,,,,,,,,,,,,,,,,,,,,,Not Reported,,No,,
9035,,Rideshare-Based Medical Transportation for Medicaid Patients and Primary Care Show Rates: A Difference-in-Difference Analysis of a Pilot Program,beth.webber,3,Beth Webber,,Chaiyachati,2018,,,Pilot of 9036 but separate samples,Transportation help,One social topic addressed,RCT,,"Primary care (family health centers, community health centers, family medicine, pediatric or VA clinics,)","Primary care (family health centers, community health centers, family medicine, pediatric or VA clinics)","Philadelphia, Pennsylvania","Clinic patients at least 18 years old, insured by Medicaid, who were established primary care patients with a scheduled non-urgent car visit. Patients had to reside within the six West Philadelphia ZIP Codes. Patients were included regardless of whether they had a ride shared scheduled or not.","Medicare/Medicaid Enrollment or Eligibility,Age,Residence in a low-SES neighborhood","Adult,Older Adults",Non-Hispanic Black,25,NR,,,I have completed the inital review and this form is ready for QC,,Pilot of 9036 but separate samples,,Rideshare,Rideshare,Usual Care,506,During their appointment reminder call patients were offered free transportation to and from their appointment using Lyft. Patients rides were prescheduled and patients received text message updates about the status of their ride. Service was offered free of charge. Patients who had logistical barriers to using Lyft were included in the analysis but were not offered a ride.,Patient,No,,Individual Intervention,"Active assistance with resources (vouchers, appt scheduling, enrollment form help)",,NA,No,,,,,,,,,,,,No,,,,,Yes,Clinic attendance rate,,,,,,,,,,,,,Positive,Increase,,,,,,,,,,,,,,,,,,,,,Not Reported,,No,,
9036,,Association of Rideshare-Based Transportation Services and Missed Primary Care Appointments: A Clinical Trial,beth.webber,3,Beth Webber,,Chaiyachati,2018,,,,Transportation help,One social topic addressed,RCT,,"Primary care (family health centers, community health centers, family medicine, pediatric or VA clinics,)",Other,"Philadelphia, Pennsylvania","Adults at least 18 years old, insured by Medicaid, who were established primary care patients (not new patients), resided within a high poverty neighborhood, scheduled to see a physician or nurse practitioner, and not already allocated to a study arm or prior service. Those with a logistical barrier to using a Lyft service were not offered a ride but were not excluded.","Medicare/Medicaid Enrollment or Eligibility,Age,Residence in a low-SES neighborhood","Adult,Older Adults",Non-Hispanic Black,72,,,,I have completed the inital review and this form is ready for QC,,,,Lyft ride,Lyft ride,Usual Care,786,Patients were offered free prescheduled transportation to and from their appointment using Lyft. The patient received text message updates about the status of their ride.,Patient,No,,Individual Intervention,"Active assistance with resources (vouchers, appt scheduling, enrollment form help)","Other non-professionals, including volunteers and study staff",30 days,No,,,,,,,,,,,,No,,,,,Yes,"Emergency department visits,Clinic attendance rate",,,,,,,,,,,No effect,Decrease,No effect,Increase,,,,,,,,,,,,,,,,,,,,,Not Reported,,No,,
9041,,A multifaceted community-based asthma intervention in Chicago: effects of trigger reduction and self-management education on asthma morbidity,Sarah.Bean,3,Sarah Bean,,Turyk,2013,,,,"Housing instability/quality,Early childhood education and development,Access to healthcare and primary care (include improved coverage, services, and timeliness),Multiple domains targeted",Medical and social need program,Pre-post,,"Primary care (family health centers, community health centers, family medicine, pediatric or VA clinics,),Other : School screenings",Home-based care,"Englewood, Chicago","Children 18 years of age or less with diagnosed asthma of all
degrees of severity, living in or in near proximity to the
targeted community were included.","Age,Medical Eligibility",Pediatric,Non-Hispanic Black,58,NR,"Of the 300 children enrolled 52% were
5–11 years of age, 21% were 0–4 and 27% were 12. All children were African American.",,I have completed the inital review and this form is ready for QC,,,,Community health educator home visit program,Community health educator home visit program,Pre- intervention data,218,"The home visit program included asthma management education, individually tailored low-cost home asthma trigger remediation, and referrals to social and medical agencies, when appropriate. The CHE remained in regular contact with families through mutually agreed upon method of phone calls or in-person visits. Each family was then scheduled for follow-up in person or by phone at 1, 3, 6 and 9 months and a final home visit at 12 months. Some families, depending on the complexity of social and health education barriers, and home environmental challenges, required more frequent follow-up.",Patient,Yes,"Asthma management education (general asthma knowledge and medication; proper medication administration; a review of asthma triggers; use of an asthma action plan to promote better understanding of controllers and relievers and appropriate times to administer medication; and use of peak flow meters, inhalers and spacers. Barriers to appropriate care and disease management were also discussed)",Individual Intervention,"Screening,Patient education (including on health, other social need, or resources),Active assistance with resources (vouchers, appt scheduling, enrollment form help)",Community health workers/ Navigators,12 months,Yes,Other : Uncontrolled asthma,,,,,,,,,,Positive,Yes,Other : Asthma management,,,Positive,Yes,"Emergency department visits,Inpatient admissions,Other : Urgent care in last 12 months",,,,,,,,,,,Positive,Decrease,,,,,,,,,Positive,Decrease,,,,,,,,,,,Positive,Decrease,Not Reported,,No,,
9043,,Community health worker home visits for adults with uncontrolled asthma: the HomeBASE Trial randomized clinical trial,Sarah.Bean,3,Sarah Bean,,Krieger,2015,Home-Based Asthma Support and Education trial (HomeBASE),,,"Housing instability/quality,Education,Financial Strain,Social isolation,Access to healthcare and primary care (include improved coverage, services, and timeliness),Legal services,Multiple domains targeted",Medical and social need program,RCT,,"Primary care (family health centers, community health centers, family medicine, pediatric or VA clinics,),Outpatient clinic,Recruited from health plan membership,Other : Community agencies; self-referrals","Telephone-based care,Web-based care,Home-based care","King County, Washington","Eligible participants had clinician-diagnosed asthma that was not well controlled or very poorly controlled and were aged 18 to 65 years, King County (Washington) residents, conversant in either English or Spanish, and lived in a household whose income was less than 250% of the 2007 federal poverty level.","Age,Low income/SES,Medical Eligibility","Adult,Older Adults",Hispanic,27,NR,"Most participants were aged between 25 and 54 years (73.3%) and female (73.2%). Approximately one-half had a high school or less level of education (57.5%), were working (40.5%), and were Hispanic (46.7%). Asthma morbidity was high. Most participants had very poorly controlled asthma (71.9%), few symptom-free days (a mean of 3.9 per 2 weeks), low quality of life scores, and frequent use of urgent health care (mean, 4.4 episodes in past year). Approximately two-thirds (66.0%) were atopic.",,I have completed the inital review and this form is ready for QC,,"Outcomes I’m not sure I categorized correctly:
Changes in functional outcomes (e.g., blood pressure): I used results from the Spirometry Measures
There are two outcomes for urgent care utilization: I marked frequency of health care use, and Other (Urgent Health Care Use Episodes in Prior 12 Months)",,Home-Based Asthma Support and Education trial (HomeBASE),Home-Based Asthma Support and Education trial (HomeBASE),Usual Care,366,"Community health workers (CHW) made an initial visit to assess the participant’s knowledge of asthma, status of asthma control, challenges with controlling asthma, self-management practices, and exposure to asthma triggers. Participants were offered 4 planned follow-up visits 0.5, 1.5, 3.5, and 7 months later. CHWs used motivational interviewing methods to work with participants to develop a tailored asthma management plan. Plans consisted of patient education (topics ranged from asthma pathophysiology to receiving influenza and pneumonia vaccines), social support and advocacy (e.g., housing issues, insurance coverage), and referrals to community resources for childcare, food, employment, and citizenship assistance. CHWs also integrated allergen and pest management methods in participants' homes to eliminate triggers and infestations (e.g, supplying a low-emission vacuum cleaner, food storage containers). In addition to planned visits, CHWs provided as-needed support via telephone, e-mail, or additional home visits. CHWs also coordinated with participants’ medical homes and faxed a summary of each visit to the clinic. Clinicians could contact the CHWs with concerns. The project nurse informed the clinic of important medical issues. 
The control group received usual care for asthma plus information about community resources for asthma self-management (such as classes and support groups) and educational pamphlets. At the end of the study, the control group received a home visit by a CHW and the intervention group resources.",Patient,Yes,"Patient education regarding asthma care (e.g., asthma pathophysiology, medication use, self-monitoring, use of an asthma action plan, trigger avoidance, seeking urgent care, communication with clinicians, stress management, receiving influenza and pneumonia vaccines)",Individual Intervention,"Screening,Patient education (including on health, other social need, or resources),Active assistance with resources (vouchers, appt scheduling, enrollment form help)","Healthcare providers (doctors, nurses, therapists, etc.),Community health workers/ Navigators",1 year,Yes,"Mental health status,Changes in functional outcomes (e.g., blood pressure),Quality of life,Changes in self-reported health,Other : Asthma symptom-free days in prior 2 weeks",,,Positive,No effect,,Positive,Positive,,,Positive,No,,,,,Yes,"Frequency of healthcare use,Other : Urgent Health Care Use Episodes in Prior 12 Months",,,Positive,Decrease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,Decrease,Not Reported,,Yes,"Age, educational attainment",Yes
9044,,Linking community-based blood pressure measurement to clinical care: a randomized controlled trial of outreach and tracking by community health workers,Sarah.Bean,3,Sarah Bean,,Krieger,1999,,,,"Access to healthcare and primary care (include improved coverage, services, and timeliness)",One social topic addressed,RCT,,"Other : Multisite (social service agencies, food banks, shelters and missions, public libraries, grocery and other retail stores, shopping malls, community centers, motor vehicle licensing sites, employment security offices, post offices, the local jail, and workrelease sites)","Telephone-based care,Other : Mail","Seattle, Washington","Persons with elevated blood pressure >=140 mm Hg systolic or >=90 mm Hg diastolic were eligible to participate in the study if they were at least 18 years of age, were Black or White, and had incomes less than or equal to 200% of the 1995 federal poverty level","Age,Race/ethnicity,Low income/SES,Medical Eligibility","Adult,Older Adults",Non-Hispanic Black,72,NR,,,I have completed the inital review and this form is ready for QC,,,,Community-based blood pressure measurement to clinical care,Community-based blood pressure measurement to clinical care,Usual Care,241,"Community health provided the following services: (1) referral to medical care and, if necessary, assistance in locating a provider; (2) an appointment made by the health worker using a cellular phone or telephone follow-up by the health worker with clients who preferred to make their own appointments to assure an appointment was made; (3) an appointment reminder letter; (4) follow-up to determine whether the appointment was kept; (5) a new appointment for each missed appointment (up to 3); and (6) assistance in reducing barriers to care through referral to community transportation, child care, or other services.",Patient,No,,Individual Intervention,"Passive referrals,Active assistance with resources (vouchers, appt scheduling, enrollment form help)",Community health workers/ Navigators,90 days,No,,,,,,,,,,,,No,,,,,Yes,Other : Follow-up appointment with a medical care provider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,Increase,Not Reported,,No,,
9051,,The impact of critical time intervention in reducing psychiatric rehospitalization after hospital discharge,beth.webber,3,Beth Webber,,Tomita,2012,Critical Time Intervention,,"companion articles only have social needs outcomes, excluded at full text","Housing instability/quality,Access to healthcare and primary care (include improved coverage, services, and timeliness),Multiple domains targeted",Medical and social need program,RCT,,Transitional housing,Transitional housing,"New York City, New York","Diagnosis of a DSM-IV psychiatric disorder, history of homelessness, living in a transitional residence between 2002 and 2006 and planned residency in NYC following discharge from transitional residences. Exclusion criteria were individuals who did not speak English, did not stay in transitional residence for more than tree week nights and were unable to provide informed consent.","Medical Eligibility,Homeless","Adult,Older Adults",Non-Hispanic Black,71,NR,,,I have completed the inital review and this form is ready for QC,,"companion articles only have social needs outcomes, excluded at full text",,Critical Time Intervention,Critical Time Intervention,Usual Care or Active comparator that also addresses social needs,150,"All participants received access to psychiatric treatment discharge and housing planning services prior to leaving transitional residences. Interventionists work to strengthen the individual's ties to services, family, and friends by providing direct emotional and practial support. The intervention was delivered for nine months post-discharge",Patient,Yes,coordination of medical care,Individual Intervention,"Patient education (including on health, other social need, or resources),Active assistance with resources (vouchers, appt scheduling, enrollment form help)","Healthcare providers (doctors, nurses, therapists, etc.),Social worker",18 months,No,,,,,,,,,,,,No,,,,,Yes,"Hospital readmissions,Other : psychiatric rehospitalization",Positive,Decrease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,Decrease,Not Reported,,No,,
9067,,"Evaluating the impact of peer, nurse case-managed, and standard HIV risk-reduction programs on psychosocial and health-promoting behavioral outcomes among homeless women",beth.webber,3,Beth Webber,,Nyamathi,2001,,,,"Access to healthcare and primary care (include improved coverage, services, and timeliness),Multiple domains targeted",Medical and social need program,RCT,,"Transitional housing,Other : street recruitment",,"Los Angeles, California",Homeless women aged 18-50 and their intimate partners over age 18 (relationship of at least one month). Participants were excluded if they were incoherent as a result of mental illness or drug use.,"Sex,Race/ethnicity,Homeless",Adult,Non-Hispanic Black,46,,,,I have completed the inital review and this form is ready for QC,,Got % male by adding up the partner number and multiplying by the fact that it says 94% were male (290 males/633= 46%). used outcomes from table 4 or comparison with standard of care group,,Nurse case management,Nurse case management,Usual Care,432,"Women and their intimate partners engaged in a 2-hour session weekly for 6 weeks conducted by a female nurse and an outreach worker he same ethnicity as the patients. This program provided group education (with one or two other couples) information on HIV/AIDS, risk behaviors, and risk-reducing and health-protecting behaviors. Entry into needed agencies such as outpatients services, clinics, and social services were facilitated. Culturally and linguistically appropriate materials were distributed. Individuals were provided ongoing assistance in obtaining needed health care services.",Patient,Yes,HIV/STI education and testing,Individual Intervention,"Screening,Patient education (including on health, other social need, or resources),Passive referrals","Healthcare providers (doctors, nurses, therapists, etc.),Other non-professionals, including volunteers and study staff",6 months,Yes,Mental health status,,,Mixed results,,,,,,,,Yes,"Changes in substance use,Other : multiple sexual partners/sex without a condom",No effect,,No effect,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported,,No,,
9067,,"Evaluating the impact of peer, nurse case-managed, and standard HIV risk-reduction programs on psychosocial and health-promoting behavioral outcomes among homeless women",beth.webber,3,Beth Webber,,Nyamathi,2001,,,,"Access to healthcare and primary care (include improved coverage, services, and timeliness),Multiple domains targeted",Medical and social need program,RCT,,"Transitional housing,Other : street recruitment",,"Los Angeles, California",Homeless women aged 18-50 and their intimate partners over age 18 (relationship of at least one month). Participants were excluded if they were incoherent as a result of mental illness or drug use.,"Sex,Race/ethnicity,Homeless",Adult,Non-Hispanic Black,46,,,,I have completed the inital review and this form is ready for QC,,Got % male by adding up the partner number and multiplying by the fact that it says 94% were male (290 males/633= 46%). used outcomes from table 4 or comparison with standard of care group,,Peer intervention,Peer intervention,Usual Care,413,"Women and their intimate partners engaged in a 2-hour session weekly for 6 weeks conducted by a peer mentor and outreach worker of the same ethnicity as the patients. These mentors had led lifestyles similar to the clients but were now sober with stable housing. This program provided group education (with one or two other couples) information on HIV/AIDS, risk behaviors, and risk-reducing and health-protecting behaviors. Entry into needed agencies such as outpatients services, clinics, and social services were facilitated. Culturally and linguistically appropriate materials were distributed. Individuals were provided ongoing assistance in obtaining needed health care services.",Patient,Yes,HIV/STI education and testing,Individual Intervention,"Screening,Patient education (including on health, other social need, or resources),Passive referrals","Other non-professionals, including volunteers and study staff",6 months,Yes,Mental health status,,,Negative,,,,,,,,Yes,"Changes in substance use,Other : multiple sexual partners/sex without a condom",No effect,,No effect,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported,,No,,
