ref_id,linked_references,study_name,target_social_need,study_type,study_design,study_design_comment,recruitment_setting,intervention_setting,geo_setting_description,inclusion_criteria,target_population,age_group,race_ethnicity_majority,proportion_male,proportion_immigrant,target_population_text,risk_of_bias,first_reviewer,qc_complete,first_reviewer_comments,second_reviewer_comments,SDH Interventions and Outcomes_k,intervention_arm,comparator,sample_size,intervention_description,intervention_target,nonsocial_needs,nonsocial_needs_text,individual_systems_intervention,specific_intervention_components,service_provider,duration_followup,addresses_health_outcomes,health_outcomes,result_QALY,result_mortality,result_mental_health_status,result_functional,result_morbidity,result_quality_of_life,result_self_health,result_low_birth_weight,result_child_development,result_other_health,addresses_behavioral_outcomes,behavioral_outcomes,result_substance_use,result_diet,result_other_behavior,addresses_healthcareuse_outcomes,healthcareuse_outcomes,result_hospital_readmission,direction_hospital_readmission,result_frequency_healthcare_use,direction_frequency_healthcare_use,result_adherence,direction_adherence,result_preventive,direction_preventive,result_outpatient_visits,direction_outpatient_visits,result_emergency_visits,direction_emergency_visits,result_clinic_attendance,direction_clinic_attendance,result_emergency_transport,direction_emergency_transport,result_post_primarycare_visits,direction_post_primarycare_visits,result_prenatal,direction_prenatal,result_inpatient_admission,direction_inpatient_admission,result_hospital_days,direction_hospital_days,result_sober_center,direction_sober_center,result_medical_home,direction_medical_home,result_missed_appointmentst,direction_missed_appointments,result_immunizations,direction_immunizations,result_other_healthcareuse,direction_other_healthcareuse,harms,harms_text,subgroups,subgroups_comment,subgroup_results_different,author,title,accession_number,database,database_provider,date,doi,epud_date,issn,issue,journal,pages,pmcid,publisher,short_title,url,volume,year
9004,,NR,"Food insecurity,Housing instability/quality,Transportation help,Employment,Access to healthcare and primary care (include improved coverage, services, and timeliness),Multiple domains targeted",Medical and social need program,Pre-post,,Transitional housing,Transitional housing,"Columbia, South Carolina","Chronic homelessness as defined by HUD, no other option for housing, and a disability of a long-term duration (e.g., substance abuse disorders, mental illness, HIV).","Medical Eligibility,Homeless","Adult,Older Adults",Non-Hispanic Black,90,NR,2-22 years since last permanent housing,,I have completed the inital review and this form is ready for QC,,"Including: States that program offers mental health, SU tx, case management",,Housing First Program,Housing First Program,Pre- intervention data,20,"Housing program that offered supportive services including mental health, substance abuse treatment, employment services, medical care, and case management. The only required component was a monthly meeting with a case manager. Time from assessment to housing averaged 30 days.",Patient,Yes,"Intervention included mental health and substance abuse treatment, medical care, and case management",Individual Intervention,Providing onsite resources,Not Reported,18 months,No,,,,,,,,,,,,No,,,,,Yes,"Emergency department visits,Inpatient admissions,Other : Use of primary care physician",,,,,,,,,,,No effect,Decrease,,,,,,,,,No effect,Decrease,,,,,,,,,,,Positive,Increase,Not Reported,,No,,,"Parker, D.",Housing as an intervention on hospital use: access among chronically homeless persons with disabilities,21125341,,NLM,Dec,10.1007/s11524-010-9504-y,2010/12/03,1099-3460 (Print) 1099-3460,6,J Urban Health,912-9,PMC3005093,,Housing as an intervention on hospital use: access among chronically homeless persons with disabilities,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3005093/pdf/11524_2010_Article_9504.pdf,87,2010
9005,,The Seattle–King County Healthy Homes II Project,"Housing instability/quality,Access to healthcare and primary care (include improved coverage, services, and timeliness)",Medical and social need program,RCT,,"Primary care (family health centers, community health centers, family medicine, pediatric or VA clinics,),Outpatient clinic,Hospital (inpatient),Emergency department",Home-based care,"King County, Washington","Households with a child aged 3 to 13 years with clinician-diagnosed asthma that was persistent or poorly controlled; income below 200% of the 2001 federal poverty threshold or the child enrolled in Medicaid; caretaker primary language of English, Spanish, or Vietnamese; and permanent housing in King County, Washington for at least the next 12 months and not participating in another asthma study.","Medicare/Medicaid Enrollment or Eligibility,Age,Low income/SES,Medical Eligibility",Pediatric,No single group is a majority,64,NR,Immigration status NR but 10% of sample households preferred language was Vietnamese and 40% was Spanish,,I have completed the inital review and this form is ready for QC,,,,Healthy Homes II Project,Healthy Homes II Project,Active control,309,"At the intake visit, CHWs reviewed participants’ asthma control, self-management practices, and access to medical care. Based on this assessment, results from a home environmental
checklist and allergy testing, and use of motivational interviewing methods, CHWs developed a set of protocol-driven client and CHW actions. At follow-up visits, CHWs assessed progress and reviewed a core set of educational topics (medication use, action plans, effective use of the medical system, medical adherence, and trigger reduction). CHWs also provided social support and advocacy for clients (eg, housing issues, insurance coverage). CHWs fit allergen-impermeable bedding encasements on the children’s beds and gave participants a
low-emission vacuum with a power head and embedded dirt finder, 2-layer microfiltration vacuum bags, a high quality doormat, a cleaning kit, and plastic medication boxes.","Patient,Caregiver",Yes,asthma education and treatment support,Individual Intervention,"Patient education (including on health, other social need, or resources),Passive referrals,Active assistance with resources (vouchers, appt scheduling, enrollment form help)",Community health workers/ Navigators,247-737 days; 70% in less than 15 months,Yes,"Changes in functional outcomes (e.g., blood pressure),Quality of life,Other : Asthma symptoms",,,,Mixed results,,Positive,,,,Mixed results,Yes,Other : Environmental trigger reduction,,,Positive,Yes,"Clinic attendance rate,Other : Urgent health service use",,,,,,,,,,,,,No effect,Decrease,,,,,,,,,,,,,,,,,,,Mixed results,Decrease,No,,No,,,"Krieger, J., Takaro, T. K., Song, L., Beaudet, N., Edwards, K.",A randomized controlled trial of asthma self-management support comparing clinic-based nurses and in-home community health workers: the Seattle-King County Healthy Homes II Project,19188646,,NLM,Feb,10.1001/archpediatrics.2008.532,2009/02/04,1072-4710 (Print) 1072-4710,2,Arch Pediatr Adolesc Med,141-9,PMC2810206,,A randomized controlled trial of asthma self-management support comparing clinic-based nurses and in-home community health workers: the Seattle-King County Healthy Homes II Project,https://jamanetwork.com/journals/jamapediatrics/articlepdf/380846/poa80070_141_149.pdf,163,2009
9010,,1811 Eastlake,Housing instability/quality,Medical and social need program,Pre-post,,Not Reported,Transitional housing,"Seattle, Washington","Chronically homeless individuals recommended by community providers or those who incurred the highest total costs in 2004 for use of alcohol-related hospital emergency services, the sobering center, and King County jail.","High Utilization,Homeless","Adult,Older Adults",Non-Hispanic White,94,NR,,,I have completed the inital review and this form is ready for QC,,"Alcohol use data is pre-post, other outcomes are compared to wait list control.",,1811 Eastlake,1811 Eastlake,"Pre- intervention data,Waitlist control",134,On-site case managers worked to engage residents about substance use and life goals. Meals and on-site health care services were offered.,Patient,Yes,On site health care offered,Individual Intervention,Providing onsite resources,Not Reported,12 months,No,,,,,,,,,,,,Yes,Changes in substance use,Positive,,,Yes,"Use of emergency transportation,Sobering center use,Other : Emergency department, inpatients, and outpatients contacts",,,,,,,,,,,,,,,No effect,Decrease,,,,,,,,,Positive,Decrease,,,,,,,No effect,Decrease,Not Reported,,No,,,"Larimer, M. E., Malone, D. K., Garner, M. D., Atkins, D. C., Burlingham, B., Lonczak, H. S., Tanzer, K., Ginzler, J., Clifasefi, S. L., Hobson, W. G., Marlatt, G. A.",Health care and public service use and costs before and after provision of housing for chronically homeless persons with severe alcohol problems,19336710,,NLM,Apr 1,10.1001/jama.2009.414,2009/04/02,0098-7484,13,Jama,1349-57,,,Health care and public service use and costs before and after provision of housing for chronically homeless persons with severe alcohol problems,https://jamanetwork.com/journals/jama/articlepdf/183666/joc90022_1349_1357.pdf,301,2009
9011,,NR,"Housing instability/quality,Employment",More than one clearly defined social topic addressed,RCT,,Other,Other,"Birmingham, AL",Adults experiencing homelessness diagnosed with a cocaine or polysubstance use and a co-occurring non-psychotic mental disorder who intend to stay in the Birmingham area for at least 12 months.,"Medical Eligibility,Homeless",Adult,Non-Hispanic Black,76,NR,,,I have completed the inital review and this form is ready for QC,,,,Behavioral day treatment plus abstinence contingent housing and work therapy,Behavioral day treatment plus abstinence contingent housing and work therapy,Active control,110,"8 weeks of manual-guided, behavioral day treatment (received by both groups) plus support from vocational and housing specialists and moved to rent-free, furnished apartment unit in a group house after demonstrating 2 consecutive weeks of abstinence. Subsequent drug or alcohol use led to same day eviction. During months 3 to 6, participants could join abstinence contingent work therapy. Participants worked 5.5 h per day, 5 days per week, for minimum wage of $5.25 per hour paid weekly, and were involved in basic housing and apartment renovation jobs like painting, dry wall work, basic plumbing and electrical work, and landscaping. Participants were suspended from work as a result of drug or alcohol use, but were able to return after two consecutive negative urine toxicologies.",Patient,No,,Individual Intervention,"Providing onsite resources,Active assistance with resources (vouchers, appt scheduling, enrollment form help)","Other non-professionals, including volunteers and study staff",6 months,No,,,,,,,,,,,,Yes,Changes in substance use,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,,,"Milby, J. B., Schumacher, J. E., McNamara, C., Wallace, D., Usdan, S., McGill, T., Michael, M.",Initiating abstinence in cocaine abusing dually diagnosed homeless persons,10821990,,NLM,Jul 1,10.1016/s0376-8716(99)00139-8,2000/05/24,0376-8716 (Print) 0376-8716,1,Drug Alcohol Depend,55-67,,,Initiating abstinence in cocaine abusing dually diagnosed homeless persons,https://www.sciencedirect.com/science/article/abs/pii/S0376871600800083?via%3Dihub,60,2000
9034,,NR,Transportation help,One social topic addressed,Pre-post,,Outpatient clinic,Outpatient clinic,"Pittsburgh, Pennsylvania","All patients within five-mile radius of physical therapy clinic, regardless of insurance provider, income, or diagnosis.",Not Targeted (No specific population targeted),"Pediatric,Adolescents/ Young Adults,Adult,Older Adults",NR,NR,NR,Population is entire attendance of the clinic.,,I have completed the inital review and this form is ready for QC,,Called a systems intervention because it was a change to the whole clinic and we don't have an N because it is reported at the clinic level.,,Van service,Van service,Pre- intervention data,NR,Door-to-door van service was offered at no cost to patients within a five-mild radius. The clinic's medical secretary managed to van schedule.,Patient,No,,Systems Intervention,"Active assistance with resources (vouchers, appt scheduling, enrollment form help)","Other non-professionals, including volunteers and study staff",40 months,No,,,,,,,,,,,,No,,,,,Yes,Clinic attendance rate,,,,,,,,,,,,,Positive,Increase,,,,,,,,,,,,,,,,,,,,,Not Reported,,No,,,"Bove, A. M., Gough, S. T., Hausmann, L. R. M.",Providing no-cost transport to patients in an underserved area: Impact on access to physical therapy,29601223,,NLM,Jul,10.1080/09593985.2018.1457115,2018/03/31,0959-3985,7,Physiother Theory Pract,645-650,,,Providing no-cost transport to patients in an underserved area: Impact on access to physical therapy,https://www.tandfonline.com/doi/full/10.1080/09593985.2018.1457115,35,2019
9035,,,Transportation help,One social topic addressed,RCT,,"Primary care (family health centers, community health centers, family medicine, pediatric or VA clinics,)","Primary care (family health centers, community health centers, family medicine, pediatric or VA clinics)","Philadelphia, Pennsylvania","Clinic patients at least 18 years old, insured by Medicaid, who were established primary care patients with a scheduled non-urgent car visit. Patients had to reside within the six West Philadelphia ZIP Codes. Patients were included regardless of whether they had a ride shared scheduled or not.","Medicare/Medicaid Enrollment or Eligibility,Age,Residence in a low-SES neighborhood","Adult,Older Adults",Non-Hispanic Black,25,NR,,,I have completed the inital review and this form is ready for QC,,Pilot of 9036 but separate samples,,Rideshare,Rideshare,Usual Care,506,During their appointment reminder call patients were offered free transportation to and from their appointment using Lyft. Patients rides were prescheduled and patients received text message updates about the status of their ride. Service was offered free of charge. Patients who had logistical barriers to using Lyft were included in the analysis but were not offered a ride.,Patient,No,,Individual Intervention,"Active assistance with resources (vouchers, appt scheduling, enrollment form help)",,NA,No,,,,,,,,,,,,No,,,,,Yes,Clinic attendance rate,,,,,,,,,,,,,Positive,Increase,,,,,,,,,,,,,,,,,,,,,Not Reported,,No,,,"Chaiyachati, K. H., Hubbard, R. A., Yeager, A., Mugo, B., Shea, J. A., Rosin, R., Grande, D.",Rideshare-Based Medical Transportation for Medicaid Patients and Primary Care Show Rates: A Difference-in-Difference Analysis of a Pilot Program,29380214,,NLM,Jun,10.1007/s11606-018-4306-0,2018/01/31,0884-8734 (Print) 0884-8734,6,J Gen Intern Med,863-868,PMC5975142,,Rideshare-Based Medical Transportation for Medicaid Patients and Primary Care Show Rates: A Difference-in-Difference Analysis of a Pilot Program,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5975142/pdf/11606_2018_Article_4306.pdf,33,2018
9036,,,Transportation help,One social topic addressed,RCT,,"Primary care (family health centers, community health centers, family medicine, pediatric or VA clinics,)",Other,"Philadelphia, Pennsylvania","Adults at least 18 years old, insured by Medicaid, who were established primary care patients (not new patients), resided within a high poverty neighborhood, scheduled to see a physician or nurse practitioner, and not already allocated to a study arm or prior service. Those with a logistical barrier to using a Lyft service were not offered a ride but were not excluded.","Medicare/Medicaid Enrollment or Eligibility,Age,Residence in a low-SES neighborhood","Adult,Older Adults",Non-Hispanic Black,72,,,,I have completed the inital review and this form is ready for QC,,,,Lyft ride,Lyft ride,Usual Care,786,Patients were offered free prescheduled transportation to and from their appointment using Lyft. The patient received text message updates about the status of their ride.,Patient,No,,Individual Intervention,"Active assistance with resources (vouchers, appt scheduling, enrollment form help)","Other non-professionals, including volunteers and study staff",30 days,No,,,,,,,,,,,,No,,,,,Yes,"Emergency department visits,Clinic attendance rate",,,,,,,,,,,No effect,Decrease,No effect,Increase,,,,,,,,,,,,,,,,,,,,,Not Reported,,No,,,"Chaiyachati, K. H., Hubbard, R. A., Yeager, A., Mugo, B., Lopez, S., Asch, E., Shi, C., Shea, J. A., Rosin, R., Grande, D.",Association of Rideshare-Based Transportation Services and Missed Primary Care Appointments: A Clinical Trial,29404572,,NLM,Mar 1,10.1001/jamainternmed.2017.8336,2018/02/07,2168-6106,3,JAMA Intern Med,383-389,,,Association of Rideshare-Based Transportation Services and Missed Primary Care Appointments: A Clinical Trial,https://jamanetwork.com/journals/jamainternalmedicine/articlepdf/2671405/jamainternal_chaiyachati_2018_oi_170129.pdf,178,2018
9041,,,"Housing instability/quality,Early childhood education and development,Access to healthcare and primary care (include improved coverage, services, and timeliness),Multiple domains targeted",Medical and social need program,Pre-post,,"Primary care (family health centers, community health centers, family medicine, pediatric or VA clinics,),Other : School screenings",Home-based care,"Englewood, Chicago","Children 18 years of age or less with diagnosed asthma of all
degrees of severity, living in or in near proximity to the
targeted community were included.","Age,Medical Eligibility",Pediatric,Non-Hispanic Black,58,NR,"Of the 300 children enrolled 52% were
5–11 years of age, 21% were 0–4 and 27% were 12. All children were African American.",,I have completed the inital review and this form is ready for QC,,,,Community health educator home visit program,Community health educator home visit program,Pre- intervention data,218,"The home visit program included asthma management education, individually tailored low-cost home asthma trigger remediation, and referrals to social and medical agencies, when appropriate. The CHE remained in regular contact with families through mutually agreed upon method of phone calls or in-person visits. Each family was then scheduled for follow-up in person or by phone at 1, 3, 6 and 9 months and a final home visit at 12 months. Some families, depending on the complexity of social and health education barriers, and home environmental challenges, required more frequent follow-up.",Patient,Yes,"Asthma management education (general asthma knowledge and medication; proper medication administration; a review of asthma triggers; use of an asthma action plan to promote better understanding of controllers and relievers and appropriate times to administer medication; and use of peak flow meters, inhalers and spacers. Barriers to appropriate care and disease management were also discussed)",Individual Intervention,"Screening,Patient education (including on health, other social need, or resources),Active assistance with resources (vouchers, appt scheduling, enrollment form help)",Community health workers/ Navigators,12 months,Yes,Other : Uncontrolled asthma,,,,,,,,,,Positive,Yes,Other : Asthma management,,,Positive,Yes,"Emergency department visits,Inpatient admissions,Other : Urgent care in last 12 months",,,,,,,,,,,Positive,Decrease,,,,,,,,,Positive,Decrease,,,,,,,,,,,Positive,Decrease,Not Reported,,No,,,"Turyk, M., Banda, E., Chisum, G., Weems, D., Jr., Liu, Y., Damitz, M., Williams, R., Persky, V.",A multifaceted community-based asthma intervention in Chicago: effects of trigger reduction and self-management education on asthma morbidity,23745594,,NLM,Sep,10.3109/02770903.2013.796971,2013/06/12,0277-0903,7,J Asthma,729-36,,,A multifaceted community-based asthma intervention in Chicago: effects of trigger reduction and self-management education on asthma morbidity,https://www.tandfonline.com/doi/full/10.3109/02770903.2013.796971,50,2013
9043,,Home-Based Asthma Support and Education trial (HomeBASE),"Housing instability/quality,Education,Financial Strain,Social isolation,Access to healthcare and primary care (include improved coverage, services, and timeliness),Legal services,Multiple domains targeted",Medical and social need program,RCT,,"Primary care (family health centers, community health centers, family medicine, pediatric or VA clinics,),Outpatient clinic,Recruited from health plan membership,Other : Community agencies; self-referrals","Telephone-based care,Web-based care,Home-based care","King County, Washington","Eligible participants had clinician-diagnosed asthma that was not well controlled or very poorly controlled and were aged 18 to 65 years, King County (Washington) residents, conversant in either English or Spanish, and lived in a household whose income was less than 250% of the 2007 federal poverty level.","Age,Low income/SES,Medical Eligibility","Adult,Older Adults",Hispanic,27,NR,"Most participants were aged between 25 and 54 years (73.3%) and female (73.2%). Approximately one-half had a high school or less level of education (57.5%), were working (40.5%), and were Hispanic (46.7%). Asthma morbidity was high. Most participants had very poorly controlled asthma (71.9%), few symptom-free days (a mean of 3.9 per 2 weeks), low quality of life scores, and frequent use of urgent health care (mean, 4.4 episodes in past year). Approximately two-thirds (66.0%) were atopic.",,I have completed the inital review and this form is ready for QC,,"Outcomes I’m not sure I categorized correctly:
Changes in functional outcomes (e.g., blood pressure): I used results from the Spirometry Measures
There are two outcomes for urgent care utilization: I marked frequency of health care use, and Other (Urgent Health Care Use Episodes in Prior 12 Months)",,Home-Based Asthma Support and Education trial (HomeBASE),Home-Based Asthma Support and Education trial (HomeBASE),Usual Care,366,"Community health workers (CHW) made an initial visit to assess the participant’s knowledge of asthma, status of asthma control, challenges with controlling asthma, self-management practices, and exposure to asthma triggers. Participants were offered 4 planned follow-up visits 0.5, 1.5, 3.5, and 7 months later. CHWs used motivational interviewing methods to work with participants to develop a tailored asthma management plan. Plans consisted of patient education (topics ranged from asthma pathophysiology to receiving influenza and pneumonia vaccines), social support and advocacy (e.g., housing issues, insurance coverage), and referrals to community resources for childcare, food, employment, and citizenship assistance. CHWs also integrated allergen and pest management methods in participants' homes to eliminate triggers and infestations (e.g, supplying a low-emission vacuum cleaner, food storage containers). In addition to planned visits, CHWs provided as-needed support via telephone, e-mail, or additional home visits. CHWs also coordinated with participants’ medical homes and faxed a summary of each visit to the clinic. Clinicians could contact the CHWs with concerns. The project nurse informed the clinic of important medical issues. 
The control group received usual care for asthma plus information about community resources for asthma self-management (such as classes and support groups) and educational pamphlets. At the end of the study, the control group received a home visit by a CHW and the intervention group resources.",Patient,Yes,"Patient education regarding asthma care (e.g., asthma pathophysiology, medication use, self-monitoring, use of an asthma action plan, trigger avoidance, seeking urgent care, communication with clinicians, stress management, receiving influenza and pneumonia vaccines)",Individual Intervention,"Screening,Patient education (including on health, other social need, or resources),Active assistance with resources (vouchers, appt scheduling, enrollment form help)","Healthcare providers (doctors, nurses, therapists, etc.),Community health workers/ Navigators",1 year,Yes,"Mental health status,Changes in functional outcomes (e.g., blood pressure),Quality of life,Changes in self-reported health,Other : Asthma symptom-free days in prior 2 weeks",,,Positive,No effect,,Positive,Positive,,,Positive,No,,,,,Yes,"Frequency of healthcare use,Other : Urgent Health Care Use Episodes in Prior 12 Months",,,Positive,Decrease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,Decrease,Not Reported,,Yes,"Age, educational attainment",Yes,"Krieger, J., Song, L., Philby, M.",Community health worker home visits for adults with uncontrolled asthma: the HomeBASE Trial randomized clinical trial,25419871,,NLM,Jan,10.1001/jamainternmed.2014.6353,2014/11/25,2168-6106,1,JAMA Intern Med,109-17,,,Community health worker home visits for adults with uncontrolled asthma: the HomeBASE Trial randomized clinical trial,https://jamanetwork.com/journals/jamainternalmedicine/articlepdf/1939375/ioi140121.pdf,175,2015
9044,,,"Access to healthcare and primary care (include improved coverage, services, and timeliness)",One social topic addressed,RCT,,"Other : Multisite (social service agencies, food banks, shelters and missions, public libraries, grocery and other retail stores, shopping malls, community centers, motor vehicle licensing sites, employment security offices, post offices, the local jail, and workrelease sites)","Telephone-based care,Other : Mail","Seattle, Washington","Persons with elevated blood pressure >=140 mm Hg systolic or >=90 mm Hg diastolic were eligible to participate in the study if they were at least 18 years of age, were Black or White, and had incomes less than or equal to 200% of the 1995 federal poverty level","Age,Race/ethnicity,Low income/SES,Medical Eligibility","Adult,Older Adults",Non-Hispanic Black,72,NR,,,I have completed the inital review and this form is ready for QC,,,,Community-based blood pressure measurement to clinical care,Community-based blood pressure measurement to clinical care,Usual Care,241,"Community health provided the following services: (1) referral to medical care and, if necessary, assistance in locating a provider; (2) an appointment made by the health worker using a cellular phone or telephone follow-up by the health worker with clients who preferred to make their own appointments to assure an appointment was made; (3) an appointment reminder letter; (4) follow-up to determine whether the appointment was kept; (5) a new appointment for each missed appointment (up to 3); and (6) assistance in reducing barriers to care through referral to community transportation, child care, or other services.",Patient,No,,Individual Intervention,"Passive referrals,Active assistance with resources (vouchers, appt scheduling, enrollment form help)",Community health workers/ Navigators,90 days,No,,,,,,,,,,,,No,,,,,Yes,Other : Follow-up appointment with a medical care provider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,Increase,Not Reported,,No,,,"Krieger, J., Collier, C., Song, L., Martin, D.",Linking community-based blood pressure measurement to clinical care: a randomized controlled trial of outreach and tracking by community health workers,10358675,,NLM,Jun,10.2105/ajph.89.6.856,1999/06/08,0090-0036 (Print) 0090-0036,6,Am J Public Health,856-61,PMC1508657,,Linking community-based blood pressure measurement to clinical care: a randomized controlled trial of outreach and tracking by community health workers,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1508657/pdf/amjph00006-0054.pdf,89,1999
9051,,Critical Time Intervention,"Housing instability/quality,Access to healthcare and primary care (include improved coverage, services, and timeliness),Multiple domains targeted",Medical and social need program,RCT,,Transitional housing,Transitional housing,"New York City, New York","Diagnosis of a DSM-IV psychiatric disorder, history of homelessness, living in a transitional residence between 2002 and 2006 and planned residency in NYC following discharge from transitional residences. Exclusion criteria were individuals who did not speak English, did not stay in transitional residence for more than tree week nights and were unable to provide informed consent.","Medical Eligibility,Homeless","Adult,Older Adults",Non-Hispanic Black,71,NR,,,I have completed the inital review and this form is ready for QC,,"companion articles only have social needs outcomes, excluded at full text",,Critical Time Intervention,Critical Time Intervention,Usual Care or Active comparator that also addresses social needs,150,"All participants received access to psychiatric treatment discharge and housing planning services prior to leaving transitional residences. Interventionists work to strengthen the individual's ties to services, family, and friends by providing direct emotional and practial support. The intervention was delivered for nine months post-discharge",Patient,Yes,coordination of medical care,Individual Intervention,"Patient education (including on health, other social need, or resources),Active assistance with resources (vouchers, appt scheduling, enrollment form help)","Healthcare providers (doctors, nurses, therapists, etc.),Social worker",18 months,No,,,,,,,,,,,,No,,,,,Yes,"Hospital readmissions,Other : psychiatric rehospitalization",Positive,Decrease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,Decrease,Not Reported,,No,,,"Tomita, A., Herman, D. B.",The impact of critical time intervention in reducing psychiatric rehospitalization after hospital discharge,22810163,,NLM,Sep 1,10.1176/appi.ps.201100468,2012/07/20,1075-2730 (Print) 1075-2730,9,Psychiatr Serv,935-7,PMC3989527,,The impact of critical time intervention in reducing psychiatric rehospitalization after hospital discharge,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3989527/pdf/nihms559577.pdf,63,2012
9067,,,"Access to healthcare and primary care (include improved coverage, services, and timeliness),Multiple domains targeted",Medical and social need program,RCT,,"Transitional housing,Other : street recruitment",,"Los Angeles, California",Homeless women aged 18-50 and their intimate partners over age 18 (relationship of at least one month). Participants were excluded if they were incoherent as a result of mental illness or drug use.,"Sex,Race/ethnicity,Homeless",Adult,Non-Hispanic Black,46,,,,I have completed the inital review and this form is ready for QC,,Got % male by adding up the partner number and multiplying by the fact that it says 94% were male (290 males/633= 46%). used outcomes from table 4 or comparison with standard of care group,,Nurse case management,Nurse case management,Usual Care,432,"Women and their intimate partners engaged in a 2-hour session weekly for 6 weeks conducted by a female nurse and an outreach worker he same ethnicity as the patients. This program provided group education (with one or two other couples) information on HIV/AIDS, risk behaviors, and risk-reducing and health-protecting behaviors. Entry into needed agencies such as outpatients services, clinics, and social services were facilitated. Culturally and linguistically appropriate materials were distributed. Individuals were provided ongoing assistance in obtaining needed health care services.",Patient,Yes,HIV/STI education and testing,Individual Intervention,"Screening,Patient education (including on health, other social need, or resources),Passive referrals","Healthcare providers (doctors, nurses, therapists, etc.),Other non-professionals, including volunteers and study staff",6 months,Yes,Mental health status,,,Mixed results,,,,,,,,Yes,"Changes in substance use,Other : multiple sexual partners/sex without a condom",No effect,,No effect,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported,,No,,,"Nyamathi, A., Flaskerud, J. H., Leake, B., Dixon, E. L., Lu, A.","Evaluating the impact of peer, nurse case-managed, and standard HIV risk-reduction programs on psychosocial and health-promoting behavioral outcomes among homeless women",11746070,,NLM,Oct,10.1002/nur.1041,2001/12/18,0160-6891 (Print) 0160-6891,5,Res Nurs Health,410-22,,,"Evaluating the impact of peer, nurse case-managed, and standard HIV risk-reduction programs on psychosocial and health-promoting behavioral outcomes among homeless women",https://onlinelibrary.wiley.com/doi/abs/10.1002/nur.1041,24,2001
9067,,,"Access to healthcare and primary care (include improved coverage, services, and timeliness),Multiple domains targeted",Medical and social need program,RCT,,"Transitional housing,Other : street recruitment",,"Los Angeles, California",Homeless women aged 18-50 and their intimate partners over age 18 (relationship of at least one month). Participants were excluded if they were incoherent as a result of mental illness or drug use.,"Sex,Race/ethnicity,Homeless",Adult,Non-Hispanic Black,46,,,,I have completed the inital review and this form is ready for QC,,Got % male by adding up the partner number and multiplying by the fact that it says 94% were male (290 males/633= 46%). used outcomes from table 4 or comparison with standard of care group,,Peer intervention,Peer intervention,Usual Care,413,"Women and their intimate partners engaged in a 2-hour session weekly for 6 weeks conducted by a peer mentor and outreach worker of the same ethnicity as the patients. These mentors had led lifestyles similar to the clients but were now sober with stable housing. This program provided group education (with one or two other couples) information on HIV/AIDS, risk behaviors, and risk-reducing and health-protecting behaviors. Entry into needed agencies such as outpatients services, clinics, and social services were facilitated. Culturally and linguistically appropriate materials were distributed. Individuals were provided ongoing assistance in obtaining needed health care services.",Patient,Yes,HIV/STI education and testing,Individual Intervention,"Screening,Patient education (including on health, other social need, or resources),Passive referrals","Other non-professionals, including volunteers and study staff",6 months,Yes,Mental health status,,,Negative,,,,,,,,Yes,"Changes in substance use,Other : multiple sexual partners/sex without a condom",No effect,,No effect,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported,,No,,,"Nyamathi, A., Flaskerud, J. H., Leake, B., Dixon, E. L., Lu, A.","Evaluating the impact of peer, nurse case-managed, and standard HIV risk-reduction programs on psychosocial and health-promoting behavioral outcomes among homeless women",11746070,,NLM,Oct,10.1002/nur.1041,2001/12/18,0160-6891 (Print) 0160-6891,5,Res Nurs Health,410-22,,,"Evaluating the impact of peer, nurse case-managed, and standard HIV risk-reduction programs on psychosocial and health-promoting behavioral outcomes among homeless women",https://onlinelibrary.wiley.com/doi/abs/10.1002/nur.1041,24,2001
